Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested
ORD023949,CUST2737,Swiggy Instamart,2025-10-12 23:29:30,34,Beverages,191,Packaging could be better.,3,No,No
ORD023950,CUST7885,Swiggy Instamart,2025-10-12 00:29:30,41,Snacks,496,Items missing from order.,2,Yes,Yes
ORD023954,CUST3757,Blinkit,2025-10-12 10:29:30,21,Beverages,108,Items missing from order.,2,No,Yes
ORD023961,CUST3715,Blinkit,2025-10-12 21:29:30,48,Fruits & Vegetables,198,Wrong item delivered.,1,Yes,Yes
ORD023962,CUST8524,Blinkit,2025-10-12 21:29:30,30,Dairy,223,Packaging could be better.,3,No,No
ORD023963,CUST7881,JioMart,2025-10-12 22:29:30,17,Fruits & Vegetables,692,Items missing from order.,2,No,Yes
ORD023965,CUST5792,Swiggy Instamart,2025-10-12 08:29:30,38,Snacks,132,Packaging could be better.,3,No,No
ORD023966,CUST9459,JioMart,2025-10-12 07:29:30,12,Fruits & Vegetables,514,"Very late delivery, not happy.",2,No,Yes
ORD023967,CUST4437,JioMart,2025-10-12 05:29:30,41,Snacks,268,"Easy to order, loved it!",5,Yes,No
ORD023968,CUST2616,Swiggy Instamart,2025-10-12 21:29:30,20,Fruits & Vegetables,97,"Not fresh, disappointed.",2,No,Yes
ORD023970,CUST4153,Swiggy Instamart,2025-10-12 00:29:30,28,Personal Care,1475,Delivery person was rude.,2,No,Yes
ORD023971,CUST1040,Swiggy Instamart,2025-10-12 18:29:30,20,Snacks,84,"Not fresh, disappointed.",2,No,Yes
ORD023976,CUST2416,Swiggy Instamart,2025-10-12 02:29:30,46,Personal Care,980,Quick and reliable!,5,Yes,No
ORD023981,CUST8679,Blinkit,2025-10-12 15:29:30,45,Grocery,503,Good quality products.,4,Yes,No
ORD023982,CUST9861,Swiggy Instamart,2025-10-12 00:29:30,12,Beverages,630,"Horrible experience, never ordering again.",1,No,Yes
ORD023984,CUST3450,Blinkit,2025-10-12 20:29:30,16,Personal Care,308,Wrong item delivered.,1,No,Yes
ORD023985,CUST5831,JioMart,2025-10-12 11:29:30,34,Personal Care,1408,Excellent experience!,5,No,No
ORD023990,CUST6118,Blinkit,2025-10-12 03:29:30,25,Beverages,865,Quick and reliable!,5,No,No
ORD023996,CUST4859,Blinkit,2025-10-12 21:29:30,42,Dairy,734,Excellent experience!,5,Yes,No
ORD023999,CUST3366,Swiggy Instamart,2025-10-12 03:29:30,23,Snacks,345,Items missing from order.,2,No,Yes
ORD024003,CUST8377,Blinkit,2025-10-12 05:29:30,31,Personal Care,1146,Excellent experience!,5,No,No
ORD024011,CUST1588,Blinkit,2025-10-12 05:29:30,39,Snacks,339,"Not fresh, disappointed.",2,No,Yes
ORD024012,CUST8019,JioMart,2025-10-12 17:29:30,27,Beverages,112,"Very late delivery, not happy.",2,No,Yes
ORD024014,CUST5468,Blinkit,2025-10-12 00:29:30,33,Personal Care,948,Packaging could be better.,3,No,No
ORD024015,CUST9882,JioMart,2025-10-12 14:29:30,8,Snacks,169,"Horrible experience, never ordering again.",1,No,Yes
ORD024017,CUST1911,Blinkit,2025-10-12 22:29:30,25,Grocery,298,Packaging could be better.,3,No,No
ORD024019,CUST8635,JioMart,2025-10-12 16:29:30,28,Personal Care,690,Packaging could be better.,3,No,No
ORD024021,CUST6291,Swiggy Instamart,2025-10-12 07:29:30,27,Dairy,727,Wrong item delivered.,1,No,Yes
ORD024023,CUST2156,Blinkit,2025-10-12 19:29:30,43,Personal Care,1941,"Very late delivery, not happy.",2,Yes,Yes
ORD024024,CUST8293,JioMart,2025-10-12 06:29:30,33,Dairy,396,Quick and reliable!,5,No,No
ORD024027,CUST6143,Swiggy Instamart,2025-10-12 06:29:30,22,Fruits & Vegetables,521,"Not fresh, disappointed.",2,No,Yes
ORD024031,CUST2268,Swiggy Instamart,2025-10-12 16:29:30,36,Personal Care,1489,"Very late delivery, not happy.",2,No,Yes
ORD024036,CUST4442,Swiggy Instamart,2025-10-12 04:29:30,23,Beverages,441,"Easy to order, loved it!",5,No,No
ORD024042,CUST6249,Swiggy Instamart,2025-10-12 23:29:30,43,Grocery,1351,"Easy to order, loved it!",5,Yes,No
ORD024045,CUST5956,Blinkit,2025-10-12 22:29:30,36,Beverages,612,"Very late delivery, not happy.",2,No,Yes
ORD024046,CUST7055,Blinkit,2025-10-12 03:29:30,24,Fruits & Vegetables,114,"Easy to order, loved it!",5,No,No
ORD024047,CUST9354,Blinkit,2025-10-12 03:29:30,24,Fruits & Vegetables,353,"Fast delivery, great service!",5,No,No
ORD024048,CUST7399,Swiggy Instamart,2025-10-12 14:29:30,36,Snacks,159,"Horrible experience, never ordering again.",1,No,Yes
ORD024052,CUST9282,Swiggy Instamart,2025-10-12 13:29:30,30,Fruits & Vegetables,672,Excellent experience!,5,No,No
ORD024057,CUST4364,Blinkit,2025-10-12 08:29:30,27,Grocery,1379,"Fast delivery, great service!",5,No,No
ORD024058,CUST9603,JioMart,2025-10-12 02:29:30,25,Beverages,620,"Very late delivery, not happy.",2,No,Yes
ORD024059,CUST1374,Swiggy Instamart,2025-10-12 08:29:30,18,Personal Care,1723,Excellent experience!,5,No,No
ORD024060,CUST3548,Swiggy Instamart,2025-10-12 21:29:30,35,Grocery,815,"Not fresh, disappointed.",2,No,Yes
ORD024063,CUST7530,Swiggy Instamart,2025-10-12 02:29:30,39,Dairy,120,Excellent experience!,5,No,No
ORD024064,CUST2298,JioMart,2025-10-12 23:29:30,24,Snacks,173,Packaging could be better.,3,No,No
ORD024069,CUST3955,JioMart,2025-10-12 06:29:30,16,Grocery,895,Delivery person was rude.,2,No,Yes
ORD024071,CUST1456,Blinkit,2025-10-12 10:29:30,40,Fruits & Vegetables,364,"Easy to order, loved it!",5,No,No
ORD024072,CUST6467,Swiggy Instamart,2025-10-12 19:29:30,18,Fruits & Vegetables,425,Very satisfied with the service.,5,No,No
ORD024073,CUST2445,JioMart,2025-10-12 20:29:30,16,Beverages,391,"Not fresh, disappointed.",2,No,Yes
ORD024074,CUST9965,Swiggy Instamart,2025-10-12 14:29:30,44,Beverages,406,"Horrible experience, never ordering again.",1,Yes,Yes
ORD024077,CUST3534,JioMart,2025-10-12 02:29:30,27,Snacks,343,Quick and reliable!,5,No,No
ORD024080,CUST7340,Blinkit,2025-10-12 14:29:30,27,Dairy,277,Items missing from order.,2,No,Yes
ORD024082,CUST9368,JioMart,2025-10-12 01:29:30,50,Dairy,270,"Horrible experience, never ordering again.",1,Yes,Yes
ORD024092,CUST8449,JioMart,2025-10-12 13:29:30,19,Personal Care,1577,"Fast delivery, great service!",5,No,No
ORD024095,CUST8881,Swiggy Instamart,2025-10-12 10:29:30,30,Snacks,136,Wrong item delivered.,1,No,Yes
ORD024097,CUST3358,Blinkit,2025-10-12 12:29:30,45,Grocery,1093,Good quality products.,4,Yes,No
ORD024099,CUST4784,Blinkit,2025-10-12 17:29:30,21,Fruits & Vegetables,307,Wrong item delivered.,1,No,Yes
ORD024101,CUST5503,Blinkit,2025-10-12 11:29:30,18,Beverages,548,Packaging could be better.,3,No,No
ORD024102,CUST9378,JioMart,2025-10-12 06:29:30,21,Fruits & Vegetables,191,Items missing from order.,2,No,Yes
ORD024103,CUST8154,Blinkit,2025-10-12 21:29:30,30,Snacks,474,Wrong item delivered.,1,No,Yes
ORD024107,CUST4974,Swiggy Instamart,2025-10-12 16:29:30,39,Personal Care,496,"Easy to order, loved it!",5,No,No
ORD024108,CUST6180,Swiggy Instamart,2025-10-12 07:29:30,43,Fruits & Vegetables,132,"Not fresh, disappointed.",2,Yes,Yes
ORD024115,CUST7779,Blinkit,2025-10-12 08:29:30,50,Beverages,954,Wrong item delivered.,1,Yes,Yes
ORD024116,CUST9496,Blinkit,2025-10-12 00:29:30,25,Snacks,186,Very satisfied with the service.,5,No,No
ORD024118,CUST4129,Swiggy Instamart,2025-10-12 10:29:30,16,Dairy,254,"Horrible experience, never ordering again.",1,No,Yes
ORD024119,CUST6543,JioMart,2025-10-12 01:29:30,31,Beverages,627,Quick and reliable!,5,No,No
ORD024120,CUST6805,Swiggy Instamart,2025-10-12 00:29:30,37,Dairy,649,Wrong item delivered.,1,No,Yes
ORD024128,CUST4572,Swiggy Instamart,2025-10-12 17:29:30,26,Beverages,107,"Horrible experience, never ordering again.",1,No,Yes
ORD024133,CUST1699,JioMart,2025-10-12 08:29:30,36,Grocery,860,Excellent experience!,5,No,No
ORD024136,CUST1536,JioMart,2025-10-12 19:29:30,32,Snacks,80,Quick and reliable!,5,No,No
ORD024139,CUST2533,Blinkit,2025-10-12 19:29:30,17,Personal Care,1451,"Fast delivery, great service!",5,No,No
ORD024140,CUST9598,Swiggy Instamart,2025-10-12 22:29:30,14,Snacks,461,Wrong item delivered.,1,No,Yes
ORD024142,CUST4647,Swiggy Instamart,2025-10-12 02:29:30,14,Grocery,275,Good quality products.,4,No,No
ORD024143,CUST9463,Blinkit,2025-10-12 21:29:30,34,Fruits & Vegetables,184,Wrong item delivered.,1,No,Yes
ORD024145,CUST5590,Blinkit,2025-10-12 01:29:30,22,Fruits & Vegetables,296,Items missing from order.,2,No,Yes
ORD024149,CUST7023,Blinkit,2025-10-12 09:29:30,39,Grocery,447,Very satisfied with the service.,5,No,No
ORD024151,CUST9804,Blinkit,2025-10-12 13:29:30,34,Fruits & Vegetables,204,"Very late delivery, not happy.",2,No,Yes
ORD024152,CUST4428,Swiggy Instamart,2025-10-12 06:29:30,14,Beverages,604,"Easy to order, loved it!",5,No,No
ORD024155,CUST6101,Swiggy Instamart,2025-10-12 08:29:30,23,Grocery,1429,Packaging could be better.,3,No,No
ORD024157,CUST6055,JioMart,2025-10-12 06:29:30,40,Dairy,281,"Easy to order, loved it!",5,No,No
ORD024158,CUST8919,Swiggy Instamart,2025-10-12 13:29:30,36,Snacks,79,"Easy to order, loved it!",5,No,No
ORD024159,CUST1842,Swiggy Instamart,2025-10-12 21:29:30,31,Dairy,119,Excellent experience!,5,No,No
ORD024163,CUST6287,JioMart,2025-10-12 02:29:30,21,Personal Care,783,"Not fresh, disappointed.",2,No,Yes
ORD024165,CUST4251,Blinkit,2025-10-12 07:29:30,14,Fruits & Vegetables,327,"Not fresh, disappointed.",2,No,Yes
ORD024166,CUST7563,JioMart,2025-10-12 18:29:30,35,Grocery,531,Items missing from order.,2,No,Yes
ORD024169,CUST2865,JioMart,2025-10-12 02:29:30,29,Personal Care,826,Items missing from order.,2,No,Yes
ORD024173,CUST2223,Swiggy Instamart,2025-10-12 14:29:30,28,Grocery,1465,Wrong item delivered.,1,No,Yes
ORD024174,CUST1613,JioMart,2025-10-12 16:29:30,38,Beverages,339,Delivery person was rude.,2,No,Yes
ORD024175,CUST8174,Blinkit,2025-10-12 06:29:30,34,Beverages,847,"Fast delivery, great service!",5,No,No
ORD024178,CUST9810,Blinkit,2025-10-12 09:29:30,23,Fruits & Vegetables,342,Quick and reliable!,5,No,No
ORD024179,CUST1875,JioMart,2025-10-12 19:29:30,25,Fruits & Vegetables,192,Good quality products.,4,No,No
ORD024181,CUST4803,Swiggy Instamart,2025-10-12 19:29:30,16,Personal Care,1612,"Not fresh, disappointed.",2,No,Yes
ORD024185,CUST7985,JioMart,2025-10-12 19:29:30,24,Personal Care,1056,Items missing from order.,2,No,Yes
ORD024189,CUST7750,Blinkit,2025-10-12 12:29:30,32,Grocery,638,Quick and reliable!,5,No,No
ORD024194,CUST7934,Blinkit,2025-10-12 23:29:30,37,Beverages,107,Very satisfied with the service.,5,No,No
ORD024195,CUST8000,JioMart,2025-10-12 10:29:30,34,Personal Care,263,Excellent experience!,5,No,No
ORD024197,CUST1354,Blinkit,2025-10-12 17:29:30,25,Grocery,328,Packaging could be better.,3,No,No
ORD024199,CUST8077,JioMart,2025-10-12 17:29:30,44,Fruits & Vegetables,129,"Horrible experience, never ordering again.",1,Yes,Yes
ORD024206,CUST9290,Blinkit,2025-10-12 03:29:30,41,Dairy,231,Good quality products.,4,Yes,No
ORD024207,CUST4412,Swiggy Instamart,2025-10-12 09:29:30,26,Dairy,492,"Not fresh, disappointed.",2,No,Yes
ORD024208,CUST2950,Swiggy Instamart,2025-10-12 20:29:30,5,Grocery,1170,Quick and reliable!,5,No,No
ORD024215,CUST8195,Blinkit,2025-10-12 13:29:30,30,Grocery,917,Wrong item delivered.,1,No,Yes
ORD024217,CUST2711,Swiggy Instamart,2025-10-12 01:29:30,6,Snacks,203,Good quality products.,4,No,No
ORD024221,CUST1618,Swiggy Instamart,2025-10-12 21:29:30,32,Grocery,893,Very satisfied with the service.,5,No,No
ORD024224,CUST6430,Swiggy Instamart,2025-10-12 07:29:30,33,Personal Care,875,Quick and reliable!,5,No,No
ORD024226,CUST5985,Swiggy Instamart,2025-10-12 05:29:30,27,Personal Care,1946,Delivery person was rude.,2,No,Yes
ORD024227,CUST3681,JioMart,2025-10-12 05:29:30,31,Fruits & Vegetables,119,Items missing from order.,2,No,Yes
ORD024232,CUST2482,JioMart,2025-10-12 12:29:30,36,Snacks,121,Items missing from order.,2,No,Yes
ORD024233,CUST7158,Swiggy Instamart,2025-10-12 02:29:30,35,Grocery,726,"Fast delivery, great service!",5,No,No
ORD024234,CUST7108,JioMart,2025-10-12 19:29:30,39,Snacks,201,"Fast delivery, great service!",5,No,No
ORD024241,CUST7374,Swiggy Instamart,2025-10-12 19:29:30,21,Beverages,111,Excellent experience!,5,No,No
ORD024243,CUST8644,Blinkit,2025-10-12 08:29:30,28,Dairy,112,Good quality products.,4,No,No
ORD024246,CUST5778,Swiggy Instamart,2025-10-12 04:29:30,30,Grocery,584,"Very late delivery, not happy.",2,No,Yes
ORD024250,CUST7369,JioMart,2025-10-12 13:29:30,28,Beverages,427,Good quality products.,4,No,No
ORD024254,CUST6844,Blinkit,2025-10-12 07:29:30,22,Fruits & Vegetables,513,Items missing from order.,2,No,Yes
ORD024256,CUST5643,Blinkit,2025-10-12 21:29:30,31,Dairy,712,Delivery person was rude.,2,No,Yes
ORD024257,CUST2348,JioMart,2025-10-12 18:29:30,24,Snacks,265,Good quality products.,4,No,No
ORD024258,CUST8979,Swiggy Instamart,2025-10-12 07:29:30,24,Personal Care,1877,Quick and reliable!,5,No,No
ORD024266,CUST1215,Blinkit,2025-10-12 05:29:30,29,Dairy,709,Packaging could be better.,3,No,No
ORD024267,CUST3647,JioMart,2025-10-12 22:29:30,39,Grocery,927,Very satisfied with the service.,5,No,No
ORD024268,CUST3712,Swiggy Instamart,2025-10-12 21:29:30,16,Grocery,1228,"Fast delivery, great service!",5,No,No
ORD024271,CUST2540,Swiggy Instamart,2025-10-12 04:29:30,37,Fruits & Vegetables,632,Wrong item delivered.,1,No,Yes
ORD024275,CUST2620,Blinkit,2025-10-12 00:29:30,29,Snacks,115,"Fast delivery, great service!",5,No,No
ORD024277,CUST5912,Blinkit,2025-10-12 22:29:30,33,Personal Care,863,"Horrible experience, never ordering again.",1,No,Yes
ORD024283,CUST4332,JioMart,2025-10-12 10:29:30,33,Dairy,106,Very satisfied with the service.,5,No,No
ORD024285,CUST8368,Swiggy Instamart,2025-10-12 05:29:30,17,Personal Care,310,Quick and reliable!,5,No,No
ORD024290,CUST9782,Swiggy Instamart,2025-10-12 23:29:30,39,Fruits & Vegetables,334,Excellent experience!,5,No,No
ORD024299,CUST1484,JioMart,2025-10-12 16:29:30,26,Fruits & Vegetables,366,"Very late delivery, not happy.",2,No,Yes
ORD024307,CUST8531,JioMart,2025-10-12 14:29:30,22,Grocery,1486,"Not fresh, disappointed.",2,No,Yes
ORD024310,CUST7807,JioMart,2025-10-12 10:29:30,29,Beverages,336,Items missing from order.,2,No,Yes
ORD024315,CUST3286,Blinkit,2025-10-12 13:29:30,34,Grocery,1171,Wrong item delivered.,1,No,Yes
ORD024316,CUST6135,Swiggy Instamart,2025-10-12 22:29:30,27,Personal Care,124,Items missing from order.,2,No,Yes
ORD024318,CUST4940,JioMart,2025-10-12 13:29:30,27,Dairy,609,Packaging could be better.,3,No,No
ORD024321,CUST1525,Swiggy Instamart,2025-10-12 14:29:30,28,Grocery,316,Items missing from order.,2,No,Yes
ORD024325,CUST4607,JioMart,2025-10-12 22:29:30,16,Personal Care,1971,Excellent experience!,5,No,No
ORD024326,CUST5401,Swiggy Instamart,2025-10-12 18:29:30,45,Grocery,426,Quick and reliable!,5,Yes,No
ORD024327,CUST9916,Blinkit,2025-10-12 22:29:30,9,Dairy,365,"Not fresh, disappointed.",2,No,Yes
ORD024330,CUST4420,JioMart,2025-10-12 03:29:30,32,Beverages,586,"Not fresh, disappointed.",2,No,Yes
ORD024333,CUST4616,Blinkit,2025-10-12 20:29:30,19,Personal Care,407,"Horrible experience, never ordering again.",1,No,Yes
ORD024334,CUST7897,Blinkit,2025-10-12 18:29:30,32,Beverages,257,Wrong item delivered.,1,No,Yes
ORD024335,CUST8999,Blinkit,2025-10-12 16:29:30,23,Snacks,207,Excellent experience!,5,No,No
ORD024336,CUST6866,Swiggy Instamart,2025-10-12 14:29:30,5,Grocery,641,Packaging could be better.,3,No,No
ORD024337,CUST1264,JioMart,2025-10-12 05:29:30,17,Dairy,589,Good quality products.,4,No,No
ORD024339,CUST8771,JioMart,2025-10-12 05:29:30,44,Snacks,267,"Very late delivery, not happy.",2,Yes,Yes
ORD024340,CUST8411,JioMart,2025-10-12 04:29:30,30,Fruits & Vegetables,223,Quick and reliable!,5,No,No
ORD024341,CUST2182,Swiggy Instamart,2025-10-12 19:29:30,22,Grocery,492,"Very late delivery, not happy.",2,No,Yes
ORD024342,CUST6364,Swiggy Instamart,2025-10-12 15:29:30,32,Beverages,341,Packaging could be better.,3,No,No
ORD024343,CUST3453,Blinkit,2025-10-12 09:29:30,27,Snacks,301,Very satisfied with the service.,5,No,No
ORD024344,CUST5987,JioMart,2025-10-12 04:29:30,36,Fruits & Vegetables,454,"Horrible experience, never ordering again.",1,No,Yes
ORD024347,CUST2970,Swiggy Instamart,2025-10-12 01:29:30,53,Dairy,510,Wrong item delivered.,1,Yes,Yes
ORD024348,CUST5494,Blinkit,2025-10-12 04:29:30,19,Snacks,87,"Easy to order, loved it!",5,No,No
ORD024349,CUST5813,Blinkit,2025-10-12 14:29:30,10,Fruits & Vegetables,543,Delivery person was rude.,2,No,Yes
ORD024354,CUST6741,Swiggy Instamart,2025-10-12 07:29:30,27,Snacks,499,Good quality products.,4,No,No
ORD024357,CUST5981,JioMart,2025-10-12 04:29:30,31,Snacks,52,"Easy to order, loved it!",5,No,No
ORD024358,CUST7479,Swiggy Instamart,2025-10-12 11:29:30,28,Personal Care,1304,Very satisfied with the service.,5,No,No
ORD024363,CUST7175,JioMart,2025-10-12 20:29:30,27,Dairy,319,"Horrible experience, never ordering again.",1,No,Yes
ORD024364,CUST1860,Blinkit,2025-10-12 10:29:30,32,Personal Care,1499,Quick and reliable!,5,No,No
ORD024365,CUST2802,Swiggy Instamart,2025-10-12 23:29:30,17,Grocery,463,Quick and reliable!,5,No,No
ORD024381,CUST7154,Blinkit,2025-10-12 06:29:30,33,Grocery,1059,Very satisfied with the service.,5,No,No
ORD024386,CUST1431,JioMart,2025-10-12 00:29:30,27,Dairy,117,Very satisfied with the service.,5,No,No
ORD024387,CUST4544,Blinkit,2025-10-12 07:29:30,15,Personal Care,1967,"Easy to order, loved it!",5,No,No
ORD024388,CUST9971,JioMart,2025-10-12 16:29:30,10,Beverages,410,Very satisfied with the service.,5,No,No
ORD024390,CUST1040,Blinkit,2025-10-12 16:29:30,39,Snacks,476,"Not fresh, disappointed.",2,No,Yes
ORD024391,CUST3931,JioMart,2025-10-12 03:29:30,35,Grocery,620,"Horrible experience, never ordering again.",1,No,Yes
ORD024393,CUST6624,JioMart,2025-10-12 17:29:30,49,Fruits & Vegetables,248,"Horrible experience, never ordering again.",1,Yes,Yes
ORD024394,CUST2041,Swiggy Instamart,2025-10-12 11:29:30,28,Fruits & Vegetables,323,Wrong item delivered.,1,No,Yes
ORD024399,CUST7542,Swiggy Instamart,2025-10-12 19:29:30,19,Grocery,1090,Quick and reliable!,5,No,No
ORD024400,CUST8882,Blinkit,2025-10-12 01:29:30,21,Personal Care,1992,Wrong item delivered.,1,No,Yes
ORD024401,CUST3304,Swiggy Instamart,2025-10-12 20:29:30,27,Fruits & Vegetables,74,"Horrible experience, never ordering again.",1,No,Yes
ORD024402,CUST3958,JioMart,2025-10-12 01:29:30,38,Personal Care,855,"Horrible experience, never ordering again.",1,No,Yes
ORD024404,CUST9780,Blinkit,2025-10-12 07:29:30,39,Fruits & Vegetables,290,"Very late delivery, not happy.",2,No,Yes
ORD024405,CUST4746,JioMart,2025-10-12 12:29:30,32,Personal Care,853,Wrong item delivered.,1,No,Yes
ORD024409,CUST4951,Blinkit,2025-10-12 01:29:30,28,Grocery,1359,Excellent experience!,5,No,No
ORD024410,CUST4824,JioMart,2025-10-12 06:29:30,41,Personal Care,242,"Easy to order, loved it!",5,Yes,No
ORD024412,CUST5140,JioMart,2025-10-12 00:29:30,28,Personal Care,642,Very satisfied with the service.,5,No,No
ORD024414,CUST5521,JioMart,2025-10-12 08:29:30,41,Grocery,1088,Wrong item delivered.,1,Yes,Yes
ORD024415,CUST7192,Swiggy Instamart,2025-10-12 05:29:30,28,Dairy,747,"Horrible experience, never ordering again.",1,No,Yes
ORD024416,CUST2371,Swiggy Instamart,2025-10-12 21:29:30,36,Beverages,489,Good quality products.,4,No,No
ORD024420,CUST4243,JioMart,2025-10-12 01:29:30,29,Grocery,307,Packaging could be better.,3,No,No
ORD024422,CUST6858,Swiggy Instamart,2025-10-12 05:29:30,38,Grocery,258,Excellent experience!,5,No,No
ORD024425,CUST5271,Swiggy Instamart,2025-10-12 18:29:30,40,Personal Care,1209,"Not fresh, disappointed.",2,No,Yes
ORD024432,CUST2040,Swiggy Instamart,2025-10-12 03:29:30,15,Fruits & Vegetables,322,Packaging could be better.,3,No,No
ORD024434,CUST1132,Blinkit,2025-10-12 21:29:30,25,Beverages,826,Packaging could be better.,3,No,No
ORD024435,CUST5743,JioMart,2025-10-12 12:29:30,47,Personal Care,971,"Horrible experience, never ordering again.",1,Yes,Yes
ORD024436,CUST1228,JioMart,2025-10-12 13:29:30,17,Snacks,144,"Fast delivery, great service!",5,No,No
ORD024438,CUST5676,Blinkit,2025-10-12 02:29:30,26,Dairy,739,"Very late delivery, not happy.",2,No,Yes
ORD024439,CUST4995,Swiggy Instamart,2025-10-12 20:29:30,27,Beverages,676,Very satisfied with the service.,5,No,No
ORD024441,CUST9119,JioMart,2025-10-12 22:29:30,22,Personal Care,390,Items missing from order.,2,No,Yes
ORD024443,CUST7961,JioMart,2025-10-12 21:29:30,40,Dairy,596,Packaging could be better.,3,No,No
ORD024445,CUST9418,Swiggy Instamart,2025-10-12 08:29:30,31,Grocery,560,Very satisfied with the service.,5,No,No
ORD024447,CUST1848,Blinkit,2025-10-12 00:29:30,10,Grocery,295,Items missing from order.,2,No,Yes
ORD024448,CUST9656,Swiggy Instamart,2025-10-12 08:29:30,27,Beverages,105,"Very late delivery, not happy.",2,No,Yes
ORD024450,CUST9225,Swiggy Instamart,2025-10-12 12:29:30,18,Beverages,750,"Very late delivery, not happy.",2,No,Yes
ORD024451,CUST1845,Swiggy Instamart,2025-10-12 01:29:30,22,Dairy,462,Very satisfied with the service.,5,No,No
ORD024455,CUST8871,Swiggy Instamart,2025-10-12 19:29:30,40,Snacks,430,Quick and reliable!,5,No,No
ORD024456,CUST4984,Swiggy Instamart,2025-10-12 13:29:30,5,Fruits & Vegetables,309,"Fast delivery, great service!",5,No,No
ORD024457,CUST2405,Swiggy Instamart,2025-10-12 01:29:30,12,Fruits & Vegetables,448,"Not fresh, disappointed.",2,No,Yes
ORD024460,CUST2381,Blinkit,2025-10-12 13:29:30,37,Snacks,455,"Fast delivery, great service!",5,No,No
ORD024463,CUST2063,Blinkit,2025-10-12 13:29:30,39,Snacks,95,"Very late delivery, not happy.",2,No,Yes
ORD024464,CUST5098,JioMart,2025-10-12 14:29:30,37,Beverages,681,Very satisfied with the service.,5,No,No
ORD024470,CUST3798,Swiggy Instamart,2025-10-12 05:29:30,22,Personal Care,1394,Wrong item delivered.,1,No,Yes
ORD024473,CUST8960,JioMart,2025-10-12 21:29:30,32,Personal Care,646,Excellent experience!,5,No,No
ORD024474,CUST9986,JioMart,2025-10-12 23:29:30,20,Dairy,615,"Very late delivery, not happy.",2,No,Yes
ORD024477,CUST8472,JioMart,2025-10-12 17:29:30,31,Snacks,287,Quick and reliable!,5,No,No
ORD024480,CUST7641,Swiggy Instamart,2025-10-12 21:29:30,25,Personal Care,463,Very satisfied with the service.,5,No,No
ORD024481,CUST9593,JioMart,2025-10-12 09:29:30,60,Dairy,611,"Fast delivery, great service!",5,Yes,No
ORD024482,CUST6244,JioMart,2025-10-12 04:29:30,19,Fruits & Vegetables,479,Quick and reliable!,5,No,No
ORD024484,CUST5934,Blinkit,2025-10-12 22:29:30,20,Personal Care,729,Good quality products.,4,No,No
ORD024489,CUST7660,JioMart,2025-10-12 08:29:30,20,Dairy,747,"Horrible experience, never ordering again.",1,No,Yes
ORD024490,CUST9977,Blinkit,2025-10-12 18:29:30,41,Snacks,244,"Very late delivery, not happy.",2,Yes,Yes
ORD024493,CUST8009,Blinkit,2025-10-12 16:29:30,20,Beverages,225,Quick and reliable!,5,No,No
ORD024494,CUST4242,Blinkit,2025-10-12 21:29:30,31,Fruits & Vegetables,571,Wrong item delivered.,1,No,Yes
ORD024496,CUST2181,JioMart,2025-10-12 00:29:30,28,Dairy,355,Excellent experience!,5,No,No
ORD024497,CUST7099,Blinkit,2025-10-12 11:29:30,25,Beverages,135,Quick and reliable!,5,No,No
ORD024499,CUST3936,JioMart,2025-10-12 20:29:30,35,Fruits & Vegetables,338,"Very late delivery, not happy.",2,No,Yes
ORD024501,CUST1200,Swiggy Instamart,2025-10-12 06:29:30,36,Personal Care,901,"Fast delivery, great service!",5,No,No
ORD024502,CUST7623,Blinkit,2025-10-12 07:29:30,13,Grocery,1243,"Horrible experience, never ordering again.",1,No,Yes
ORD024503,CUST1544,JioMart,2025-10-12 03:29:30,39,Snacks,292,"Fast delivery, great service!",5,No,No
ORD024504,CUST1864,Blinkit,2025-10-12 21:29:30,27,Snacks,421,Very satisfied with the service.,5,No,No
ORD024505,CUST4025,Swiggy Instamart,2025-10-12 19:29:30,38,Dairy,494,Very satisfied with the service.,5,No,No
ORD024506,CUST4198,Blinkit,2025-10-12 11:29:30,34,Snacks,126,"Fast delivery, great service!",5,No,No
ORD024511,CUST6492,Swiggy Instamart,2025-10-12 03:29:30,18,Fruits & Vegetables,647,"Horrible experience, never ordering again.",1,No,Yes
ORD024515,CUST3262,Blinkit,2025-10-12 08:29:30,31,Fruits & Vegetables,297,"Fast delivery, great service!",5,No,No
ORD024516,CUST3755,Swiggy Instamart,2025-10-12 19:29:30,22,Dairy,646,Excellent experience!,5,No,No
ORD024517,CUST5723,JioMart,2025-10-12 08:29:30,57,Dairy,548,"Easy to order, loved it!",5,Yes,No
ORD024521,CUST3513,Blinkit,2025-10-12 10:29:30,39,Fruits & Vegetables,62,"Horrible experience, never ordering again.",1,No,Yes
ORD024522,CUST1447,Blinkit,2025-10-12 06:29:30,33,Personal Care,1611,Delivery person was rude.,2,No,Yes
ORD024527,CUST2689,Swiggy Instamart,2025-10-12 12:29:30,27,Beverages,308,"Very late delivery, not happy.",2,No,Yes
ORD024528,CUST6161,JioMart,2025-10-12 18:29:30,13,Grocery,521,Delivery person was rude.,2,No,Yes
ORD024530,CUST5195,JioMart,2025-10-12 21:29:30,33,Beverages,193,Good quality products.,4,No,No
